,year,periodName,CPI,CPI_yoy,Unemployment,NF Employment,NF Employment_yoy,ULC,ULC_yoy,Hourly earnings,Hourly earnings_yoy,PPI,PPI_yoy,Shelter,Shelter_yoy,Energy,Energy_yoy,Food,Food_yoy
51,2019,September,256.759,1.7113045131695204,3.5,151318.0,1.3102483245291507,,,28.17,3.111273792093705,118.3,1.4579759862778818,320.374,3.506051266145871,215.418,-4.751840470452984,258.943,1.7885712264095188
52,2019,August,256.558,1.7497798894291483,3.6,151111.0,1.2319792057452261,,,28.13,3.4191176470588225,118.8,1.8867924528301883,319.362,3.3520601675059325,216.978,-4.389285226426476,258.41,1.7053885239514122
53,2019,July,256.571,1.8114648063935146,3.7,150879.0,1.2461247332608671,,,28.02,3.4330011074197087,118.7,1.6267123287671215,318.764,3.478006817075152,222.492,-2.032081794044216,258.274,1.7844616269813152
54,2019,June,256.143,1.6484846560762545,3.6,150797.0,1.2291395351959444,,,27.94,3.366629670736221,118.5,1.6295025728988,317.937,3.5008447733110293,221.373,-3.3883659120962584,258.064,1.9085341052240912
55,2019,May,256.092,1.7902284687663972,3.6,150630.0,1.260461833215687,,,27.86,3.2616753150481737,118.6,2.06540447504302,317.093,3.352259393496926,225.773,-0.45721088135444177,258.11,1.980260610514506
56,2019,April,255.548,1.9964397755302565,3.7,150563.0,1.439774702545371,,,27.76,3.1203566121842385,118.5,2.420051858254113,316.237,3.4400758864320258,222.499,1.6766439702051716,257.708,1.7767930839741153
57,2019,March,254.202,1.8625227405691724,3.8,150320.0,1.375091886350921,,,27.79,3.4623976172747595,117.7,1.9930675909878737,315.106,3.37716362872853,211.724,-0.3904890051469323,257.724,2.1214882910012944
58,2019,February,252.776,1.520135265933309,3.8,150092.0,1.3737859487498172,,,27.7,3.5514018691588767,117.1,1.9147084421235805,314.063,3.3836541753351046,202.74,-5.048262683882932,257.222,1.9645929296853382
59,2019,January,251.712,1.5512351381991252,4.0,150114.0,1.6550416469154117,,,27.59,3.217358772914336,116.7,1.9213973799126594,313.002,3.228423583421547,200.563,-4.794387244081788,256.417,1.6072214010881103
60,2018,December,251.233,1.9101588486313714,3.9,149805.0,1.548254146867234,,,27.56,3.57008643367156,116.8,2.6362038664323295,312.132,3.208697607364397,205.905,-0.3354340313071802,255.21,1.5809710314522496
61,2018,November,252.038,2.176601032152403,3.8,149622.0,1.5233041790781554,,,27.44,3.469079939668185,117.1,2.629272567922869,311.247,3.25680920943503,215.91,3.1172540273088023,254.379,1.39832822446595
62,2018,October,252.885,2.5224699286070296,3.8,149526.0,1.6167505963424311,,,27.36,3.28425821064553,117.6,3.0674846625766916,310.401,3.1870192211798543,225.757,8.908775145930825,254.358,1.1911013510287782
63,2018,September,252.439,2.2769721941990007,3.7,149361.0,1.6068136517935594,,,27.32,3.133257833144598,116.6,2.7312775330396333,309.522,3.2734867922765476,226.165,4.846298983361996,254.393,1.3546194515384968
64,2018,August,252.146,2.6991801041874375,3.8,149272.0,1.609862021551045,,,27.2,3.1084154662623265,116.6,3.0035335689045928,309.004,3.3790113213607142,226.939,10.221278910507348,254.077,1.4307785047885657
65,2018,July,252.006,2.9495150866471143,3.8,149022.0,1.5329899435859717,,,27.09,2.7693474962063647,116.8,3.362831858407067,308.05,3.4849971109528477,227.107,12.121705816720475,253.746,1.411591677524049
66,2018,June,251.989,2.87154783531669,4.0,148966.0,1.6222337435533696,,,27.03,2.9322162985529365,116.6,3.2772364924712027,307.183,3.3538011204010676,229.137,11.96749508908066,253.231,1.4331892667021728
67,2018,May,251.588,2.8010117148075553,3.8,148755.0,1.6162416575015826,,,26.98,2.9378099961846704,116.2,3.105590062111796,306.808,3.4901724004169132,226.81,11.656459838922473,253.098,1.2327211058492438
68,2018,April,250.546,2.462743943334811,4.0,148426.0,1.542018991325289,,,26.92,2.865876958349256,115.7,2.661934338952965,305.72,3.3742362404942217,218.83,7.867638722525383,253.209,1.389450586412222
69,2018,March,249.554,2.3597114039729084,4.0,148281.0,1.579722555232066,,,26.86,2.8724626579854418,115.4,2.943800178412137,304.812,3.3218987702195113,212.554,7.027800017120089,252.37,1.2862962294062141
70,2018,February,248.991,2.2117954212386604,4.1,148058.0,1.517364325139714,,,26.75,2.647735993860323,114.9,2.7728085867620766,303.784,3.1374026882322825,213.519,7.731779308257036,252.266,1.3967547057570417
71,2018,January,247.867,2.0705076202751638,4.0,147670.0,1.3945440438344114,,,26.73,2.807692307692311,114.5,2.5985663082437327,303.213,3.2147707892936417,210.663,5.538355176145249,252.361,1.6592679723817838
72,2017,December,246.524,2.1090824745684245,4.1,147521.0,1.453152508802824,,,26.61,2.662037037037024,113.8,2.522522522522519,302.428,3.194502262289056,206.598,6.876144558368602,251.238,1.5870576961178884
73,2017,November,246.669,2.202582938683184,4.2,147377.0,1.5070012191006121,,,26.52,2.393822393822398,114.1,2.9783393501805033,301.43,3.1492640994843057,209.383,9.394363695259212,250.871,1.3886475235920681
74,2017,October,246.663,2.0411287019761692,4.2,147147.0,1.432421813068263,,,26.49,2.3174971031286073,114.1,2.7927927927927865,300.814,3.2384050957862343,207.29,6.419352520201649,251.364,1.326625630358813
75,2017,September,246.819,2.2329638650032235,4.3,146999.0,1.4058953787570383,,,26.49,2.7939464493597077,113.5,2.622061482820981,299.711,3.2172855917814935,215.711,10.139799440393782,250.993,1.2407378275793857
76,2017,August,245.519,1.9389742120581754,4.4,146907.0,1.5504894099430455,,,26.38,2.5660964230171057,113.2,2.443438914027163,298.904,3.2958146575110314,205.894,6.391972055145612,250.493,1.1198172122445227
77,2017,July,244.786,1.727978456372492,4.3,146772.0,1.5617755942289646,,,26.36,2.6080186843129516,113.0,1.9855595667870096,297.676,3.1720064881950893,202.554,3.3755231193222546,250.214,1.0745130355397148
78,2017,June,244.955,1.633487955256463,4.3,146588.0,1.6898829013818784,,,26.26,2.4980483996877467,112.9,1.895306859205781,297.215,3.2645516800489105,204.646,2.305096608093571,249.653,0.8772355161183354
79,2017,May,244.733,1.8748777208413614,4.4,146389.0,1.7289664422067919,,,26.21,2.4628616106333157,112.7,2.268602540834852,296.461,3.3487301946976578,203.132,5.428368271631201,250.016,0.8698458807391285
80,2017,April,244.524,2.199689878417299,4.4,146172.0,1.6099432766099486,,,26.17,2.5068546807677228,112.7,2.454545454545465,295.741,3.4591205969501715,202.869,9.27380259840993,249.739,0.5337884893302558
81,2017,March,243.801,2.3806124334402767,4.4,145975.0,1.6072000334108383,,,26.11,2.59332023575638,112.1,2.1877848678213185,295.012,3.4686905956046843,198.597,10.937508728221346,249.165,0.47867149505196327
82,2017,February,243.603,2.7379581714893186,4.6,145845.0,1.6979290147130621,,,26.06,2.6792750197005555,111.8,2.007299270072993,294.543,3.5293249256595827,198.195,15.188799321170965,248.791,-0.0036173633440550468
83,2017,January,242.839,2.5000422090529995,4.7,145639.0,1.7046327462673982,,,26.0,2.4428684003152235,111.6,1.731996353691878,293.769,3.5440619779073312,199.608,10.788084652913078,248.242,-0.15645675720245
84,2016,December,241.432,2.074622132966919,4.7,145408.0,1.6249309841141146,,,25.92,2.694136291600646,111.0,1.7415215398716821,293.066,3.637823176402777,193.306,5.413953691282503,247.313,-0.23799631307406255
85,2016,November,241.353,1.6925371625037933,4.7,145189.0,1.6658497304110398,,,25.9,2.5742574257425765,110.8,1.279707495429605,292.227,3.5792137639165,191.402,1.1280360548854285,247.435,-0.3507768640306774
86,2016,October,241.729,1.6359875209176034,4.9,145069.0,1.742118736192455,,,25.89,2.7788805081381485,111.0,1.0928961748633892,291.378,3.535172281463539,194.786,0.1465288096205164,248.073,-0.3930905995535028
87,2016,September,241.428,1.4637836474815646,5.0,144961.0,1.8950550029873892,,,25.77,2.628434886499398,110.6,0.6369426751592355,290.369,3.430969198929956,195.852,-2.8709439052573615,247.917,-0.28757360275427635
88,2016,August,240.849,1.0628745027610353,4.9,144664.0,1.7828748328994504,,,25.72,2.5109605420486236,110.5,0.0,289.367,3.3745235262806483,193.524,-9.24932472989195,247.719,0.019380549196323926
89,2016,July,240.628,0.8271388704987004,4.8,144515.0,1.7790110501517686,,,25.69,2.760000000000007,110.8,0.0,288.524,3.291817176161449,195.94,-10.876407765223883,247.554,0.2230742136735353
90,2016,June,241.018,0.9973264945230875,4.9,144152.0,1.734006139948474,,,25.62,2.603123748498204,110.8,0.1808318264014508,287.819,3.426355809173365,200.035,-9.429460158199044,247.482,0.32511756121289537
91,2016,May,240.229,1.019322554193569,4.8,143901.0,1.6680796947859289,,,25.58,2.4429315178213784,110.2,0.0,286.855,3.3622317349130126,192.673,-10.104511734241594,247.86,0.6795647211266242
92,2016,April,239.261,1.125110418894426,5.1,143856.0,1.8795767765329208,,,25.53,2.5713137806347985,110.0,0.18214936247722413,285.853,3.194911246448595,185.652,-8.86679920477138,248.413,0.9312492635736191
93,2016,March,238.132,0.8525362211427412,5.0,143666.0,1.9457296131248025,,,25.45,2.373290426387764,109.7,-0.09107468123861207,285.122,3.208594864221137,179.017,-12.559895667974075,247.978,0.7856286451665362
94,2016,February,237.111,1.0177997801654737,4.9,143410.0,1.8327191132508247,,,25.38,2.3799919322307295,109.6,0.09132420091324533,284.502,3.2787599375612597,172.061,-12.480353209865868,248.8,0.8594130047024473
95,2016,January,236.916,1.3730868138309926,4.8,143198.0,1.8753290362971464,,,25.38,2.5454545454545396,109.7,0.0,283.714,3.2580924582001902,180.171,-6.462498507416203,248.631,0.8489563475001738
96,2015,December,236.525,0.7295197860415881,5.0,143083.0,1.9356539332886946,,,25.24,2.518277822908188,109.1,-1.0879419764279308,282.779,3.2051445818749746,183.378,-12.587649259956624,247.903,0.7834097635541548
97,2015,November,237.336,0.5017975786678841,5.1,142810.0,1.942336657410637,,,25.25,2.3925385239253805,109.4,-1.2635379061371799,282.129,3.179171725742047,189.267,-14.68464326283334,248.306,1.2700251231687831
98,2015,October,237.838,0.17057443573555986,5.0,142585.0,1.9884839598011572,,,25.19,2.4816924328722623,109.8,-1.4362657091562037,281.429,3.189601437318945,194.501,-17.143709131184902,249.052,1.5850484977525392
99,2015,September,237.945,-0.03612974780596856,5.0,142265.0,1.9360432206243727,,,25.11,2.281059063136448,109.9,-1.080108010801073,280.737,3.1673759178003857,201.641,-18.389408969673426,248.632,1.6359399910068406
100,2015,August,238.316,0.1950792930057288,5.1,142130.0,2.0623590745235454,,,25.09,2.241238793806044,110.5,-0.9856630824372714,279.921,3.1043157650473496,213.248,-15.024048519432087,247.671,1.5831935392578655
101,2015,July,238.654,0.1695697796432194,5.2,141989.0,2.0945382380856525,,,25.0,2.12418300653594,110.8,-0.7168458781361964,279.329,3.1149059954003633,219.852,-14.755318777698934,247.003,1.6331048330686215
102,2015,June,238.638,0.12377120368545214,5.3,141695.0,2.0614695353410317,,,24.97,2.085036794766948,110.6,-0.5395683453237488,278.284,3.0113011708353454,220.861,-15.007042307721917,246.68,1.7967531342076404
103,2015,May,237.805,-0.039932744850779134,5.6,141540.0,2.194207984057872,,,24.97,2.336065573770485,110.2,-0.8100810081008047,277.524,2.8952783493687795,214.33,-16.271456586791256,246.187,1.5857623873502202
104,2015,April,236.599,-0.1995174461766891,5.4,141202.0,2.09981344632606,,,24.89,2.259654889071494,109.8,-1.0810810810810811,277.003,3.0045775184718293,203.715,-19.390068733009656,246.121,1.982290324318292
105,2015,March,236.119,-0.07363739086643228,5.4,140924.0,2.129201513196999,,,24.86,2.2203947368421018,109.8,-0.9025270758122761,276.258,2.9710720236165056,204.731,-18.28508479582348,246.045,2.3490212064992244
106,2015,February,234.722,-0.025129801815304553,5.5,140829.0,2.26713238978411,,,24.79,1.8906699547883266,109.5,-0.544959128065392,275.47,2.986754199363695,196.597,-18.775331452109345,246.68,2.951487429468136
107,2015,January,233.707,-0.08934831306964819,5.7,140562.0,2.188263347679431,,,24.75,2.146099876186547,109.7,0.0,274.762,2.948758299237153,192.619,-19.591652716957974,246.538,3.20925014233564
108,2014,December,234.812,0.7564932696557447,5.6,140366.0,2.182458796808562,,,24.62,1.8196856906534276,110.3,0.9149130832570851,273.997,2.918175398530587,209.785,-10.55546554561656,245.976,3.408178451164301
109,2014,November,236.151,1.3223551823708934,5.8,140089.0,2.020915565783543,,,24.66,2.0695364238410674,110.8,1.279707495429605,273.436,2.9906288606984743,221.844,-4.843524809553223,245.192,3.1774820001599036
110,2014,October,237.433,1.664340215632043,5.7,139805.0,2.0184035201658013,,,24.58,2.0340390203403835,111.4,1.5496809480401108,272.73,3.0398512943736744,234.745,-1.5843269440391716,245.166,3.06678830122209
111,2014,September,238.031,1.657918675715031,5.9,139563.0,2.0055694019105452,,,24.55,2.0365752285951944,111.1,1.5539305301645268,272.118,2.9498223750666686,247.077,-0.5778369743232759,244.63,2.9925648992514375
112,2014,August,237.852,1.6996113341628316,6.1,139258.0,1.9197131042558713,,,24.54,2.164862614487917,111.6,1.9178082191780854,271.493,2.892821951034641,250.951,0.375983456727913,243.811,2.697909909606322
113,2014,July,238.25,1.9923286357643066,6.2,139076.0,1.96860496660336,,,24.48,2.0850708924103456,111.6,1.9178082191780854,270.891,2.90686410448302,257.907,2.600548991526419,243.034,2.5455588794983885
114,2014,June,238.343,2.0723413731670526,6.1,138833.0,1.8815724779663645,,,24.46,2.086811352253748,111.2,1.831501831501825,270.149,2.797596624010157,259.858,3.1505908598330468,242.326,2.3370721983850817
115,2014,May,237.9,2.1271115499366777,6.3,138501.0,1.7708739005518392,,,24.4,2.13478442863122,111.1,2.113970588235281,269.715,2.841422541494598,255.982,3.299771998143708,242.344,2.4597718644039146
116,2014,April,237.072,1.9528578985167577,6.2,138298.0,1.782507580440984,,,24.34,1.9689987431922962,111.0,1.83486238532109,268.923,2.768277164006294,252.717,3.2522052484709407,241.337,1.898319969937634
117,2014,March,236.293,1.51220287576308,6.7,137986.0,1.692841718930782,,,24.32,2.184873949579824,110.8,1.5582034830430747,268.287,2.722685085919063,250.543,0.39188187446157485,240.398,1.7204610463246617
118,2014,February,234.781,1.1263492501055294,6.7,137707.0,1.5957917724133797,,,24.33,2.3128679562657517,110.1,1.194852941176472,267.481,2.593596937699205,242.041,-2.4602451782418377,239.608,1.3994862484712378
119,2014,January,233.916,1.5789473684210575,6.6,137552.0,1.6907551842679114,,,24.23,2.0210526315789457,109.7,1.2927054478301114,266.892,2.5947367207140637,239.551,2.0999556737588687,238.872,1.07091025255881
120,2013,December,233.049,,6.7,137368.0,,,,24.18,,109.3,,266.228,,234.542,,237.869,
121,2013,November,233.069,,6.9,137314.0,,,,24.16,,109.4,,265.496,,233.136,,237.641,
122,2013,October,233.546,,7.2,137039.0,,,,24.09,,109.7,,264.684,,238.524,,237.871,
123,2013,September,234.149,,7.2,136819.0,,,,24.06,,109.4,,264.321,,248.513,,237.522,
124,2013,August,233.877,,7.2,136635.0,,,,24.02,,109.5,,263.86,,250.011,,237.406,
125,2013,July,233.596,,7.3,136391.0,,,,23.98,,109.5,,263.239,,251.37,,237.001,
126,2013,June,233.504,,7.5,136269.0,,,,23.96,,109.2,,262.797,,251.921,,236.792,
127,2013,May,232.945,,7.5,136091.0,,,,23.89,,108.8,,262.263,,247.805,,236.526,
128,2013,April,232.531,,7.6,135876.0,,,,23.87,,109.0,,261.679,,244.757,,236.841,
129,2013,March,232.773,,7.5,135689.0,,,,23.8,,109.1,,261.176,,249.565,,236.332,
130,2013,February,232.166,,7.7,135544.0,,,,23.78,,108.8,,260.719,,248.146,,236.301,
131,2013,January,230.28,,8.0,135265.0,,,,23.75,,108.3,,260.142,,234.624,,236.341,
132,2023,4th Quarter,,,,,,0.5,-96.5034965034965,,,,,,,,,,
133,2023,3rd Quarter,,,,,,-1.1,-90.09009009009009,,,,,,,,,,
134,2023,2nd Quarter,,,,,,2.6,-27.77777777777778,,,,,,,,,,
135,2023,1st Quarter,,,,,,7.4,-36.206896551724135,,,,,,,,,,
136,2022,4th Quarter,,,,,,-2.0,-162.5,,,,,,,,,,
137,2022,3rd Quarter,,,,,,6.6,-320.0,,,,,,,,,,
138,2022,2nd Quarter,,,,,,5.3,-282.7586206896552,,,,,,,,,,
139,2022,1st Quarter,,,,,,8.0,35.593220338983045,,,,,,,,,,
140,2021,4th Quarter,,,,,,3.1,40.90909090909089,,,,,,,,,,
141,2021,3rd Quarter,,,,,,8.2,164.51612903225805,,,,,,,,,,
142,2021,2nd Quarter,,,,,,6.1,306.66666666666663,,,,,,,,,,
143,2021,1st Quarter,,,,,,-2.0,-281.8181818181818,,,,,,,,,,
144,2020,4th Quarter,,,,,,14.3,376.6666666666667,,,,,,,,,,
145,2020,3rd Quarter,,,,,,-11.1,-892.8571428571429,,,,,,,,,,
146,2020,2nd Quarter,,,,,,3.6,43.99999999999999,,,,,,,,,,
147,2020,1st Quarter,,,,,,11.6,222.2222222222222,,,,,,,,,,
148,2019,4th Quarter,,,,,,3.2,77.77777777777779,,,,,,,,,,
149,2019,3rd Quarter,,,,,,-3.0,650.0,,,,,,,,,,
150,2019,2nd Quarter,,,,,,-2.9,-307.14285714285717,,,,,,,,,,
151,2019,1st Quarter,,,,,,5.9,-690.0,,,,,,,,,,
152,2018,4th Quarter,,,,,,2.2,57.14285714285716,,,,,,,,,,
153,2018,3rd Quarter,,,,,,3.1,138.46153846153845,,,,,,,,,,
154,2018,2nd Quarter,,,,,,1.5,-28.57142857142857,,,,,,,,,,
