,year,periodName,CPI,CPI_yoy,Unemployment,NF Employment,NF Employment_yoy,ULC,ULC_yoy,Hourly earnings,Hourly earnings_yoy,PPI,PPI_yoy,Shelter,Shelter_yoy,Energy,Energy_yoy,Medical Care,Medical Care_yoy,Food,Food_yoy,Gasoline,Gasoline_yoy,Imports,Imports_yoy,New & Used Vehicles,New & Used Vehicles_yoy,All Items Less Food & Shelter,All Items Less Food & Shelter_yoy
34,2017,February,243.603,2.7379581714893186,4.6,145848.0,1.699311768274403,,,26.07,2.7186761229314405,111.8,2.007299270072993,294.543,3.5293249256595827,198.195,15.188799321170965,473.139,3.549183449253923,248.791,-0.0036173633440550468,2.299,30.107526881720425,122.7,4.692832764505117,99.464,-0.8908108969887807,226.782,1.302564927233263
35,2017,January,242.839,2.5000422090529995,4.7,145636.0,1.7039582111232132,,,26.0,2.4428684003152235,111.6,1.731996353691878,293.769,3.5440619779073312,199.608,10.788084652913078,471.484,3.806743373976751,248.242,-0.15645675720245,2.351,19.522114895780373,122.3,3.8200339558573937,99.269,-0.9429820184804427,226.388,1.3184629568299577
36,2016,December,241.432,2.074622132966919,4.7,145410.0,1.6263287742079857,,,25.92,2.694136291600646,111.0,1.7415215398716821,293.066,3.637823176402777,193.306,5.413953691282503,470.539,3.9332320224768624,247.313,-0.23799631307406255,2.23,8.252427184466015,121.6,1.9279128248113953,99.249,-0.9283382744886715,225.928,1.1587713799588117
37,2016,November,241.353,1.6925371625037933,4.7,145188.0,1.6651494993347837,,,25.9,2.5742574257425765,110.8,1.279707495429605,292.227,3.5792137639165,191.402,1.1280360548854285,469.914,3.911548454862057,247.435,-0.3507768640306774,2.187,0.09153318077801398,121.1,0.2483443708609201,99.391,-1.0187822415200998,225.716,1.1122907455438868
38,2016,October,241.729,1.6359875209176034,4.9,145069.0,1.7428322953487063,,,25.89,2.7788805081381485,111.0,1.0928961748633892,291.378,3.535172281463539,194.786,0.1465288096205164,469.749,4.230930525138632,248.073,-0.3930905995535028,2.243,-2.009611183923121,121.2,-0.24691358024691024,100.001,-0.6842784784983569,225.665,1.2445545131925417
39,2016,September,241.428,1.4637836474815646,5.0,144961.0,1.8950550029873892,,,25.77,2.628434886499398,110.6,0.6369426751592355,290.369,3.430969198929956,195.852,-2.8709439052573615,469.816,4.952105225534331,247.917,-0.28757360275427635,2.208,-7.769423558897238,120.6,-1.066447908121415,100.439,-0.5042199944525927,225.767,1.4327561573920011
40,2016,August,240.849,1.0628745027610353,4.9,144664.0,1.7828748328994504,,,25.72,2.5109605420486236,110.5,0.0,289.367,3.3745235262806483,193.524,-9.24932472989195,469.02,5.01733047925268,247.719,0.019380549196323926,2.155,-19.55953714072415,120.5,-2.191558441558439,100.006,-0.9900401956319471,225.677,1.5373886439305373
41,2016,July,240.628,0.8271388704987004,4.8,144515.0,1.7790110501517686,,,25.69,2.760000000000007,110.8,0.0,288.524,3.291817176161449,195.94,-10.876407765223883,464.439,3.9122681803232195,247.554,0.2230742136735353,2.225,-21.433615819209027,120.8,-3.6682615629984094,100.279,-0.9414019282440345,225.223,1.35820526090773
42,2016,June,241.018,0.9973264945230875,4.9,144152.0,1.734006139948474,,,25.62,2.603123748498204,110.8,0.1808318264014508,287.819,3.426355809173365,200.035,-9.429460158199044,462.09,3.5310196491385337,247.482,0.32511756121289537,2.363,-16.560734463276827,120.7,-4.660347551342802,100.516,-0.7788361877498651,225.17,1.4192479022065552
43,2016,May,240.229,1.019322554193569,4.8,143901.0,1.6687979991380386,,,25.58,2.4429315178213784,110.2,0.0,286.855,3.3622317349130126,192.673,-10.104511734241594,460.487,3.0764891671497985,247.86,0.6795647211266242,2.264,-18.414414414414416,119.9,-5.217391304347818,100.921,-0.3397027600849145,225.084,1.4504250313252198
44,2016,April,239.261,1.125110418894426,5.1,143856.0,1.8795767765329208,,,25.53,2.5713137806347985,110.0,0.18214936247722413,285.853,3.194911246448595,185.652,-8.86679920477138,459.245,3.0108428924548347,248.413,0.9312492635736191,2.134,-14.12474849094567,118.5,-5.275779376498802,100.717,-0.34630492643493715,224.733,1.4019113280932638
45,2016,March,238.132,0.8525362211427412,5.0,143666.0,1.9450062089763964,,,25.45,2.373290426387764,109.7,-0.09107468123861207,285.122,3.208594864221137,179.017,-12.559895667974075,457.723,3.336772451534409,247.978,0.7856286451665362,1.958,-21.14377768828031,117.7,-6.065442936951316,100.327,-0.45344499126845905,224.146,1.3671124215934194
46,2016,February,237.111,1.0177997801654737,4.9,143411.0,1.8319830151032113,,,25.38,2.3799919322307295,109.6,0.09132420091324533,284.502,3.2787599375612597,172.061,-12.480353209865868,456.922,3.586706899326919,248.8,0.8594130047024473,1.767,-21.431747443308147,117.2,-6.613545816733069,100.358,-0.09954408807660853,223.866,1.4542933149639392
47,2016,January,236.916,1.3730868138309926,4.8,143196.0,1.8739061766337883,,,25.38,2.5454545454545396,109.7,0.0,283.714,3.2580924582001902,180.171,-6.462498507416203,454.194,2.9099288321539962,248.631,0.8489563475001738,1.967,-6.77725118483411,117.8,-6.507936507936507,100.214,0.205983521318287,223.442,1.3360786590232987
48,2015,December,236.525,0.7295197860415881,5.0,143083.0,1.9356539332886946,,,25.24,2.518277822908188,109.1,-1.0879419764279308,282.779,3.2051445818749746,183.378,-12.587649259956624,452.732,2.5524165050830883,247.903,0.7834097635541548,2.06,-19.53125,119.3,-8.301306687163724,100.179,-0.28765378030816136,223.34,1.2503286759572463
49,2015,November,237.336,0.5017975786678841,5.1,142810.0,1.9430643595454322,,,25.25,2.3925385239253805,109.4,-1.2635379061371799,282.129,3.179171725742047,189.267,-14.68464326283334,452.225,2.916879073662737,248.306,1.2700251231687831,2.185,-24.31589885694493,120.8,-9.513108614232213,100.414,-0.39874623075701887,223.233,1.1431289927959831
50,2015,October,237.838,0.17057443573555986,5.0,142584.0,1.9884981831707282,,,25.19,2.4816924328722623,109.8,-1.4362657091562037,281.429,3.189601437318945,194.501,-17.143709131184902,450.681,2.9520876831491405,249.052,1.5850484977525392,2.289,-28.064110622250148,121.5,-10.661764705882348,100.69,-0.3878039611404538,222.891,0.994123164338423
51,2015,September,237.945,-0.03612974780596856,5.0,142265.0,1.935312831389191,,,25.11,2.281059063136448,109.9,-1.080108010801073,280.737,3.1673759178003857,201.641,-18.389408969673426,447.648,2.4152865192831774,248.632,1.6359399910068406,2.394,-29.650308551278282,121.9,-11.602610587382156,100.948,-0.08314197481986696,222.578,0.9827051158739053
52,2015,August,238.316,0.1950792930057288,5.1,142130.0,2.0630919810135318,,,25.09,2.241238793806044,110.5,-0.9856630824372714,279.921,3.1043157650473496,213.248,-15.024048519432087,446.612,2.424313309986914,247.671,1.5831935392578655,2.679,-23.03935650675094,123.2,-11.366906474820137,101.006,0.1725642653126025,222.26,0.9488079719854214
53,2015,July,238.654,0.1695697796432194,5.2,141989.0,2.0945382380856525,,,25.0,2.12418300653594,110.8,-0.7168458781361964,279.329,3.1149059954003633,219.852,-14.755318777698934,446.953,2.544142209496547,247.003,1.6331048330686215,2.832,-22.047894302229565,125.4,-10.492505353319048,101.232,0.5043485167388173,222.205,0.9155770724241563
54,2015,June,238.638,0.12377120368545214,5.3,141695.0,2.0614695353410317,,,24.97,2.085036794766948,110.6,-0.5395683453237488,278.284,3.0113011708353454,220.861,-15.007042307721917,446.33,2.5605084710710546,246.68,1.7967531342076404,2.832,-23.35588633288227,126.6,-9.89323843416371,101.305,0.6857824380062771,222.019,0.8934211303640582
55,2015,May,237.805,-0.039932744850779134,5.6,141539.0,2.1942238267147918,,,24.97,2.336065573770485,110.2,-0.8100810081008047,277.524,2.8952783493687795,214.33,-16.271456586791256,446.743,2.8740714131100464,246.187,1.5857623873502202,2.775,-24.817122730967213,126.5,-9.707351891506066,101.265,0.5271308594913426,221.866,0.9316798442347674
56,2015,April,236.599,-0.1995174461766891,5.4,141202.0,2.09981344632606,,,24.89,2.259654889071494,109.8,-1.0810810810810811,277.003,3.0045775184718293,203.715,-19.390068733009656,445.822,2.8994137469418035,246.121,1.982290324318292,2.485,-32.085269199234766,125.1,-10.450966356478164,101.067,0.3106576413839601,221.626,0.944191152022511
57,2015,March,236.119,-0.07363739086643228,5.4,140925.0,2.1291860827469256,,,24.86,2.2203947368421018,109.8,-0.9025270758122761,276.258,2.9710720236165056,204.731,-18.28508479582348,442.943,2.483046474985584,246.045,2.3490212064992244,2.483,-29.699886749716875,125.3,-10.8185053380783,100.784,0.04169065533738969,221.123,0.870378395638971
58,2015,February,234.722,-0.025129801815304553,5.5,140831.0,2.2663568368310294,,,24.79,1.8906699547883266,109.5,-0.544959128065392,275.47,2.986754199363695,196.597,-18.775331452109345,441.101,2.311098328373573,246.68,2.951487429468136,2.249,-33.145065398335305,125.5,-10.22889842632333,100.458,-0.41634449533100026,220.657,0.7630624788799389
59,2015,January,233.707,-0.08934831306964819,5.7,140562.0,2.189006259496473,,,24.75,2.146099876186547,109.7,0.0,274.762,2.948758299237153,192.619,-19.591652716957974,441.351,2.642393177499902,246.538,3.20925014233564,2.11,-36.44578313253012,126.0,-8.893709327548816,100.008,-1.0076613940965706,220.496,0.6950596874514936
60,2014,December,234.812,0.7564932696557447,5.6,140366.0,2.183202661483463,,,24.62,1.8196856906534276,110.3,0.9149130832570851,273.997,2.918175398530587,209.785,-10.55546554561656,441.464,2.9961131253178674,245.976,3.408178451164301,2.56,-21.87976808056149,130.1,-5.587808417997109,100.468,-1.0518436810589282,220.582,0.7012225742538014
61,2014,November,236.151,1.3223551823708934,5.8,140088.0,2.0216732696341166,,,24.66,2.0695364238410674,110.8,1.279707495429605,273.436,2.9906288606984743,221.844,-4.843524809553223,439.408,2.549214091508456,245.192,3.1774820001599036,2.887,-11.19655490618271,133.5,-3.05010893246187,100.816,-0.7403906742280975,220.71,0.854505574849207
62,2014,October,237.433,1.664340215632043,5.7,139804.0,2.0176738008887973,,,24.58,2.0340390203403835,111.4,1.5496809480401108,272.73,3.0398512943736744,234.745,-1.5843269440391716,437.758,2.140060571273894,245.166,3.06678830122209,3.182,-5.718518518518523,136.0,-2.087832973362136,101.082,-0.3813972740442928,220.697,0.9495885573663987
