,TableName,SeriesCode,LineNumber,LineDescription,TimePeriod,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
3451,T20600,W210RC,13,Personal income receipts on assets,2012M08,Current Dollars,Level,6,"2,011,517",T20600
3452,T20600,W210RC,13,Personal income receipts on assets,2012M09,Current Dollars,Level,6,"2,051,543",T20600
3453,T20600,W210RC,13,Personal income receipts on assets,2012M10,Current Dollars,Level,6,"2,137,652",T20600
3454,T20600,W210RC,13,Personal income receipts on assets,2012M11,Current Dollars,Level,6,"2,201,628",T20600
3455,T20600,W210RC,13,Personal income receipts on assets,2012M12,Current Dollars,Level,6,"2,440,808",T20600
3456,T20600,W210RC,13,Personal income receipts on assets,2013M01,Current Dollars,Level,6,"1,967,254",T20600
3457,T20600,W210RC,13,Personal income receipts on assets,2013M02,Current Dollars,Level,6,"1,958,991",T20600
3458,T20600,W210RC,13,Personal income receipts on assets,2013M03,Current Dollars,Level,6,"1,946,381",T20600
3459,T20600,W210RC,13,Personal income receipts on assets,2013M04,Current Dollars,Level,6,"1,948,121",T20600
3460,T20600,W210RC,13,Personal income receipts on assets,2013M05,Current Dollars,Level,6,"1,964,774",T20600
3461,T20600,W210RC,13,Personal income receipts on assets,2013M06,Current Dollars,Level,6,"1,978,911",T20600
3462,T20600,W210RC,13,Personal income receipts on assets,2013M07,Current Dollars,Level,6,"1,987,023",T20600
3463,T20600,W210RC,13,Personal income receipts on assets,2013M08,Current Dollars,Level,6,"1,997,582",T20600
3464,T20600,W210RC,13,Personal income receipts on assets,2013M09,Current Dollars,Level,6,"2,009,598",T20600
3465,T20600,W210RC,13,Personal income receipts on assets,2013M10,Current Dollars,Level,6,"2,005,648",T20600
3466,T20600,W210RC,13,Personal income receipts on assets,2013M11,Current Dollars,Level,6,"2,012,411",T20600
3467,T20600,W210RC,13,Personal income receipts on assets,2013M12,Current Dollars,Level,6,"2,022,230",T20600
3468,T20600,W210RC,13,Personal income receipts on assets,2014M01,Current Dollars,Level,6,"2,036,945",T20600
3469,T20600,W210RC,13,Personal income receipts on assets,2014M02,Current Dollars,Level,6,"2,065,293",T20600
3470,T20600,W210RC,13,Personal income receipts on assets,2014M03,Current Dollars,Level,6,"2,099,483",T20600
3471,T20600,W210RC,13,Personal income receipts on assets,2014M04,Current Dollars,Level,6,"2,136,536",T20600
3472,T20600,W210RC,13,Personal income receipts on assets,2014M05,Current Dollars,Level,6,"2,161,409",T20600
3473,T20600,W210RC,13,Personal income receipts on assets,2014M06,Current Dollars,Level,6,"2,184,537",T20600
3474,T20600,W210RC,13,Personal income receipts on assets,2014M07,Current Dollars,Level,6,"2,197,845",T20600
3475,T20600,W210RC,13,Personal income receipts on assets,2014M08,Current Dollars,Level,6,"2,212,695",T20600
3476,T20600,W210RC,13,Personal income receipts on assets,2014M09,Current Dollars,Level,6,"2,231,327",T20600
3477,T20600,W210RC,13,Personal income receipts on assets,2014M10,Current Dollars,Level,6,"2,252,929",T20600
3478,T20600,W210RC,13,Personal income receipts on assets,2014M11,Current Dollars,Level,6,"2,270,296",T20600
3479,T20600,W210RC,13,Personal income receipts on assets,2014M12,Current Dollars,Level,6,"2,279,515",T20600
3480,T20600,W210RC,13,Personal income receipts on assets,2015M01,Current Dollars,Level,6,"2,292,571",T20600
3481,T20600,W210RC,13,Personal income receipts on assets,2015M02,Current Dollars,Level,6,"2,349,499",T20600
3482,T20600,W210RC,13,Personal income receipts on assets,2015M03,Current Dollars,Level,6,"2,324,425",T20600
3483,T20600,W210RC,13,Personal income receipts on assets,2015M04,Current Dollars,Level,6,"2,335,572",T20600
3484,T20600,W210RC,13,Personal income receipts on assets,2015M05,Current Dollars,Level,6,"2,339,472",T20600
3485,T20600,W210RC,13,Personal income receipts on assets,2015M06,Current Dollars,Level,6,"2,348,414",T20600
3486,T20600,W210RC,13,Personal income receipts on assets,2015M07,Current Dollars,Level,6,"2,343,269",T20600
3487,T20600,W210RC,13,Personal income receipts on assets,2015M08,Current Dollars,Level,6,"2,347,028",T20600
3488,T20600,W210RC,13,Personal income receipts on assets,2015M09,Current Dollars,Level,6,"2,353,242",T20600
3489,T20600,W210RC,13,Personal income receipts on assets,2015M10,Current Dollars,Level,6,"2,358,718",T20600
3490,T20600,W210RC,13,Personal income receipts on assets,2015M11,Current Dollars,Level,6,"2,367,711",T20600
3491,T20600,W210RC,13,Personal income receipts on assets,2015M12,Current Dollars,Level,6,"2,375,159",T20600
3492,T20600,W210RC,13,Personal income receipts on assets,2016M01,Current Dollars,Level,6,"2,389,422",T20600
3493,T20600,W210RC,13,Personal income receipts on assets,2016M02,Current Dollars,Level,6,"2,383,822",T20600
3494,T20600,W210RC,13,Personal income receipts on assets,2016M03,Current Dollars,Level,6,"2,390,952",T20600
3495,T20600,W210RC,13,Personal income receipts on assets,2016M04,Current Dollars,Level,6,"2,387,080",T20600
3496,T20600,W210RC,13,Personal income receipts on assets,2016M05,Current Dollars,Level,6,"2,393,337",T20600
3497,T20600,W210RC,13,Personal income receipts on assets,2016M06,Current Dollars,Level,6,"2,393,294",T20600
3498,T20600,W210RC,13,Personal income receipts on assets,2016M07,Current Dollars,Level,6,"2,407,362",T20600
3499,T20600,W210RC,13,Personal income receipts on assets,2016M08,Current Dollars,Level,6,"2,424,466",T20600
3500,T20600,W210RC,13,Personal income receipts on assets,2016M09,Current Dollars,Level,6,"2,433,703",T20600
3501,T20600,W210RC,13,Personal income receipts on assets,2016M10,Current Dollars,Level,6,"2,442,592",T20600
3502,T20600,W210RC,13,Personal income receipts on assets,2016M11,Current Dollars,Level,6,"2,457,745",T20600
3503,T20600,W210RC,13,Personal income receipts on assets,2016M12,Current Dollars,Level,6,"2,481,254",T20600
3504,T20600,W210RC,13,Personal income receipts on assets,2017M01,Current Dollars,Level,6,"2,514,140",T20600
3505,T20600,W210RC,13,Personal income receipts on assets,2017M02,Current Dollars,Level,6,"2,536,874",T20600
3506,T20600,W210RC,13,Personal income receipts on assets,2017M03,Current Dollars,Level,6,"2,555,652",T20600
3507,T20600,W210RC,13,Personal income receipts on assets,2017M04,Current Dollars,Level,6,"2,578,900",T20600
3508,T20600,W210RC,13,Personal income receipts on assets,2017M05,Current Dollars,Level,6,"2,641,985",T20600
3509,T20600,W210RC,13,Personal income receipts on assets,2017M06,Current Dollars,Level,6,"2,617,068",T20600
3510,T20600,W210RC,13,Personal income receipts on assets,2017M07,Current Dollars,Level,6,"2,624,381",T20600
3511,T20600,W210RC,13,Personal income receipts on assets,2017M08,Current Dollars,Level,6,"2,635,413",T20600
3512,T20600,W210RC,13,Personal income receipts on assets,2017M09,Current Dollars,Level,6,"2,649,102",T20600
3513,T20600,W210RC,13,Personal income receipts on assets,2017M10,Current Dollars,Level,6,"2,656,211",T20600
3514,T20600,W210RC,13,Personal income receipts on assets,2017M11,Current Dollars,Level,6,"2,657,452",T20600
3515,T20600,W210RC,13,Personal income receipts on assets,2017M12,Current Dollars,Level,6,"2,664,420",T20600
3516,T20600,W210RC,13,Personal income receipts on assets,2018M01,Current Dollars,Level,6,"2,665,982",T20600
3517,T20600,W210RC,13,Personal income receipts on assets,2018M02,Current Dollars,Level,6,"2,689,768",T20600
3518,T20600,W210RC,13,Personal income receipts on assets,2018M03,Current Dollars,Level,6,"2,715,050",T20600
3519,T20600,W210RC,13,Personal income receipts on assets,2018M04,Current Dollars,Level,6,"2,731,350",T20600
3520,T20600,W210RC,13,Personal income receipts on assets,2018M05,Current Dollars,Level,6,"2,757,954",T20600
3521,T20600,W210RC,13,Personal income receipts on assets,2018M06,Current Dollars,Level,6,"2,776,071",T20600
3522,T20600,W210RC,13,Personal income receipts on assets,2018M07,Current Dollars,Level,6,"2,790,804",T20600
3523,T20600,W210RC,13,Personal income receipts on assets,2018M08,Current Dollars,Level,6,"2,805,294",T20600
3524,T20600,W210RC,13,Personal income receipts on assets,2018M09,Current Dollars,Level,6,"2,827,767",T20600
3525,T20600,W210RC,13,Personal income receipts on assets,2018M10,Current Dollars,Level,6,"2,860,300",T20600
3526,T20600,W210RC,13,Personal income receipts on assets,2018M11,Current Dollars,Level,6,"2,877,228",T20600
3527,T20600,W210RC,13,Personal income receipts on assets,2018M12,Current Dollars,Level,6,"2,974,942",T20600
3528,T20600,W210RC,13,Personal income receipts on assets,2019M01,Current Dollars,Level,6,"2,904,613",T20600
3529,T20600,W210RC,13,Personal income receipts on assets,2019M02,Current Dollars,Level,6,"2,924,835",T20600
3530,T20600,W210RC,13,Personal income receipts on assets,2019M03,Current Dollars,Level,6,"2,935,313",T20600
3531,T20600,W210RC,13,Personal income receipts on assets,2019M04,Current Dollars,Level,6,"2,958,484",T20600
3532,T20600,W210RC,13,Personal income receipts on assets,2019M05,Current Dollars,Level,6,"2,966,291",T20600
3533,T20600,W210RC,13,Personal income receipts on assets,2019M06,Current Dollars,Level,6,"2,964,379",T20600
3534,T20600,W210RC,13,Personal income receipts on assets,2019M07,Current Dollars,Level,6,"2,962,561",T20600
3535,T20600,W210RC,13,Personal income receipts on assets,2019M08,Current Dollars,Level,6,"2,960,721",T20600
3536,T20600,W210RC,13,Personal income receipts on assets,2019M09,Current Dollars,Level,6,"2,963,541",T20600
3537,T20600,W210RC,13,Personal income receipts on assets,2019M10,Current Dollars,Level,6,"2,963,146",T20600
3538,T20600,W210RC,13,Personal income receipts on assets,2019M11,Current Dollars,Level,6,"2,952,626",T20600
3539,T20600,W210RC,13,Personal income receipts on assets,2019M12,Current Dollars,Level,6,"2,942,656",T20600
3540,T20600,W210RC,13,Personal income receipts on assets,2020M01,Current Dollars,Level,6,"2,938,438",T20600
3541,T20600,W210RC,13,Personal income receipts on assets,2020M02,Current Dollars,Level,6,"2,924,904",T20600
3542,T20600,W210RC,13,Personal income receipts on assets,2020M03,Current Dollars,Level,6,"2,914,885",T20600
3543,T20600,W210RC,13,Personal income receipts on assets,2020M04,Current Dollars,Level,6,"2,887,515",T20600
3544,T20600,W210RC,13,Personal income receipts on assets,2020M05,Current Dollars,Level,6,"2,865,736",T20600
3545,T20600,W210RC,13,Personal income receipts on assets,2020M06,Current Dollars,Level,6,"2,856,115",T20600
3546,T20600,W210RC,13,Personal income receipts on assets,2020M07,Current Dollars,Level,6,"2,854,966",T20600
3547,T20600,W210RC,13,Personal income receipts on assets,2020M08,Current Dollars,Level,6,"2,859,764",T20600
3548,T20600,W210RC,13,Personal income receipts on assets,2020M09,Current Dollars,Level,6,"2,880,227",T20600
3549,T20600,W210RC,13,Personal income receipts on assets,2020M10,Current Dollars,Level,6,"2,916,746",T20600
3550,T20600,W210RC,13,Personal income receipts on assets,2020M11,Current Dollars,Level,6,"2,982,833",T20600
3551,T20600,W210RC,13,Personal income receipts on assets,2020M12,Current Dollars,Level,6,"3,082,526",T20600
3552,T20600,W210RC,13,Personal income receipts on assets,2021M01,Current Dollars,Level,6,"3,036,602",T20600
3553,T20600,W210RC,13,Personal income receipts on assets,2021M02,Current Dollars,Level,6,"3,082,491",T20600
3554,T20600,W210RC,13,Personal income receipts on assets,2021M03,Current Dollars,Level,6,"3,118,376",T20600
3555,T20600,W210RC,13,Personal income receipts on assets,2021M04,Current Dollars,Level,6,"3,162,892",T20600
3556,T20600,W210RC,13,Personal income receipts on assets,2021M05,Current Dollars,Level,6,"3,199,908",T20600
3557,T20600,W210RC,13,Personal income receipts on assets,2021M06,Current Dollars,Level,6,"3,232,189",T20600
3558,T20600,W210RC,13,Personal income receipts on assets,2021M07,Current Dollars,Level,6,"3,250,047",T20600
3559,T20600,W210RC,13,Personal income receipts on assets,2021M08,Current Dollars,Level,6,"3,260,290",T20600
3560,T20600,W210RC,13,Personal income receipts on assets,2021M09,Current Dollars,Level,6,"3,277,570",T20600
3561,T20600,W210RC,13,Personal income receipts on assets,2021M10,Current Dollars,Level,6,"3,305,015",T20600
3562,T20600,W210RC,13,Personal income receipts on assets,2021M11,Current Dollars,Level,6,"3,317,154",T20600
3563,T20600,W210RC,13,Personal income receipts on assets,2021M12,Current Dollars,Level,6,"3,333,560",T20600
3564,T20600,W210RC,13,Personal income receipts on assets,2022M01,Current Dollars,Level,6,"3,333,715",T20600
3565,T20600,W210RC,13,Personal income receipts on assets,2022M02,Current Dollars,Level,6,"3,339,777",T20600
3566,T20600,W210RC,13,Personal income receipts on assets,2022M03,Current Dollars,Level,6,"3,353,151",T20600
3567,T20600,W210RC,13,Personal income receipts on assets,2022M04,Current Dollars,Level,6,"3,377,114",T20600
3568,T20600,W210RC,13,Personal income receipts on assets,2022M05,Current Dollars,Level,6,"3,408,367",T20600
3569,T20600,W210RC,13,Personal income receipts on assets,2022M06,Current Dollars,Level,6,"3,435,647",T20600
3570,T20600,W210RC,13,Personal income receipts on assets,2022M07,Current Dollars,Level,6,"3,441,385",T20600
3571,T20600,W210RC,13,Personal income receipts on assets,2022M08,Current Dollars,Level,6,"3,452,561",T20600
3572,T20600,W210RC,13,Personal income receipts on assets,2022M09,Current Dollars,Level,6,"3,466,241",T20600
3573,T20600,W210RC,13,Personal income receipts on assets,2022M10,Current Dollars,Level,6,"3,515,504",T20600
3574,T20600,W210RC,13,Personal income receipts on assets,2022M11,Current Dollars,Level,6,"3,526,955",T20600
3575,T20600,W210RC,13,Personal income receipts on assets,2022M12,Current Dollars,Level,6,"3,533,605",T20600
3576,T20600,W210RC,13,Personal income receipts on assets,2023M01,Current Dollars,Level,6,"3,559,301",T20600
3577,T20600,W210RC,13,Personal income receipts on assets,2023M02,Current Dollars,Level,6,"3,570,859",T20600
3578,T20600,W210RC,13,Personal income receipts on assets,2023M03,Current Dollars,Level,6,"3,600,867",T20600
3579,T20600,W210RC,13,Personal income receipts on assets,2023M04,Current Dollars,Level,6,"3,606,838",T20600
3580,T20600,W210RC,13,Personal income receipts on assets,2023M05,Current Dollars,Level,6,"3,610,232",T20600
3581,T20600,W210RC,13,Personal income receipts on assets,2023M06,Current Dollars,Level,6,"3,590,721",T20600
3582,T20600,W210RC,13,Personal income receipts on assets,2023M07,Current Dollars,Level,6,"3,594,391",T20600
3583,T20600,W210RC,13,Personal income receipts on assets,2023M08,Current Dollars,Level,6,"3,607,254",T20600
3584,T20600,W210RC,13,Personal income receipts on assets,2023M09,Current Dollars,Level,6,"3,617,902",T20600
3585,T20600,W210RC,13,Personal income receipts on assets,2023M10,Current Dollars,Level,6,"3,647,283",T20600
3586,T20600,W210RC,13,Personal income receipts on assets,2023M11,Current Dollars,Level,6,"3,674,609",T20600
3587,T20600,W210RC,13,Personal income receipts on assets,2023M12,Current Dollars,Level,6,"3,685,432",T20600
3588,T20600,A064RC,14,Personal interest income,2001M01,Current Dollars,Level,6,"1,119,236",T20600
3589,T20600,A064RC,14,Personal interest income,2001M02,Current Dollars,Level,6,"1,117,231",T20600
3590,T20600,A064RC,14,Personal interest income,2001M03,Current Dollars,Level,6,"1,116,233",T20600
3591,T20600,A064RC,14,Personal interest income,2001M04,Current Dollars,Level,6,"1,116,184",T20600
3592,T20600,A064RC,14,Personal interest income,2001M05,Current Dollars,Level,6,"1,114,361",T20600
3593,T20600,A064RC,14,Personal interest income,2001M06,Current Dollars,Level,6,"1,110,786",T20600
3594,T20600,A064RC,14,Personal interest income,2001M07,Current Dollars,Level,6,"1,105,488",T20600
3595,T20600,A064RC,14,Personal interest income,2001M08,Current Dollars,Level,6,"1,093,115",T20600
3596,T20600,A064RC,14,Personal interest income,2001M09,Current Dollars,Level,6,"1,073,683",T20600
3597,T20600,A064RC,14,Personal interest income,2001M10,Current Dollars,Level,6,"1,047,233",T20600
3598,T20600,A064RC,14,Personal interest income,2001M11,Current Dollars,Level,6,"1,026,191",T20600
3599,T20600,A064RC,14,Personal interest income,2001M12,Current Dollars,Level,6,"1,010,551",T20600
3600,T20600,A064RC,14,Personal interest income,2002M01,Current Dollars,Level,6,"1,000,312",T20600
3601,T20600,A064RC,14,Personal interest income,2002M02,Current Dollars,Level,6,"994,461",T20600
3602,T20600,A064RC,14,Personal interest income,2002M03,Current Dollars,Level,6,"992,996",T20600
3603,T20600,A064RC,14,Personal interest income,2002M04,Current Dollars,Level,6,"995,922",T20600
3604,T20600,A064RC,14,Personal interest income,2002M05,Current Dollars,Level,6,"997,315",T20600
3605,T20600,A064RC,14,Personal interest income,2002M06,Current Dollars,Level,6,"997,171",T20600
3606,T20600,A064RC,14,Personal interest income,2002M07,Current Dollars,Level,6,"995,491",T20600
3607,T20600,A064RC,14,Personal interest income,2002M08,Current Dollars,Level,6,"996,811",T20600
3608,T20600,A064RC,14,Personal interest income,2002M09,Current Dollars,Level,6,"1,001,134",T20600
3609,T20600,A064RC,14,Personal interest income,2002M10,Current Dollars,Level,6,"1,008,465",T20600
3610,T20600,A064RC,14,Personal interest income,2002M11,Current Dollars,Level,6,"1,014,513",T20600
3611,T20600,A064RC,14,Personal interest income,2002M12,Current Dollars,Level,6,"1,019,272",T20600
3612,T20600,A064RC,14,Personal interest income,2003M01,Current Dollars,Level,6,"1,022,737",T20600
3613,T20600,A064RC,14,Personal interest income,2003M02,Current Dollars,Level,6,"1,022,930",T20600
3614,T20600,A064RC,14,Personal interest income,2003M03,Current Dollars,Level,6,"1,019,854",T20600
3615,T20600,A064RC,14,Personal interest income,2003M04,Current Dollars,Level,6,"1,013,517",T20600
3616,T20600,A064RC,14,Personal interest income,2003M05,Current Dollars,Level,6,"1,009,350",T20600
3617,T20600,A064RC,14,Personal interest income,2003M06,Current Dollars,Level,6,"1,007,347",T20600
3618,T20600,A064RC,14,Personal interest income,2003M07,Current Dollars,Level,6,"1,007,503",T20600
3619,T20600,A064RC,14,Personal interest income,2003M08,Current Dollars,Level,6,"1,005,220",T20600
3620,T20600,A064RC,14,Personal interest income,2003M09,Current Dollars,Level,6,"1,000,504",T20600
3621,T20600,A064RC,14,Personal interest income,2003M10,Current Dollars,Level,6,"993,361",T20600
3622,T20600,A064RC,14,Personal interest income,2003M11,Current Dollars,Level,6,"982,423",T20600
3623,T20600,A064RC,14,Personal interest income,2003M12,Current Dollars,Level,6,"967,712",T20600
3624,T20600,A064RC,14,Personal interest income,2004M01,Current Dollars,Level,6,"949,259",T20600
3625,T20600,A064RC,14,Personal interest income,2004M02,Current Dollars,Level,6,"935,920",T20600
3626,T20600,A064RC,14,Personal interest income,2004M03,Current Dollars,Level,6,"927,710",T20600
3627,T20600,A064RC,14,Personal interest income,2004M04,Current Dollars,Level,6,"924,628",T20600
3628,T20600,A064RC,14,Personal interest income,2004M05,Current Dollars,Level,6,"923,592",T20600
3629,T20600,A064RC,14,Personal interest income,2004M06,Current Dollars,Level,6,"924,602",T20600
3630,T20600,A064RC,14,Personal interest income,2004M07,Current Dollars,Level,6,"927,658",T20600
3631,T20600,A064RC,14,Personal interest income,2004M08,Current Dollars,Level,6,"932,756",T20600
3632,T20600,A064RC,14,Personal interest income,2004M09,Current Dollars,Level,6,"939,898",T20600
3633,T20600,A064RC,14,Personal interest income,2004M10,Current Dollars,Level,6,"949,083",T20600
3634,T20600,A064RC,14,Personal interest income,2004M11,Current Dollars,Level,6,"961,087",T20600
3635,T20600,A064RC,14,Personal interest income,2004M12,Current Dollars,Level,6,"975,909",T20600
3636,T20600,A064RC,14,Personal interest income,2005M01,Current Dollars,Level,6,"993,550",T20600
3637,T20600,A064RC,14,Personal interest income,2005M02,Current Dollars,Level,6,"1,012,039",T20600
3638,T20600,A064RC,14,Personal interest income,2005M03,Current Dollars,Level,6,"1,031,376",T20600
3639,T20600,A064RC,14,Personal interest income,2005M04,Current Dollars,Level,6,"1,051,561",T20600
3640,T20600,A064RC,14,Personal interest income,2005M05,Current Dollars,Level,6,"1,067,637",T20600
3641,T20600,A064RC,14,Personal interest income,2005M06,Current Dollars,Level,6,"1,079,603",T20600
3642,T20600,A064RC,14,Personal interest income,2005M07,Current Dollars,Level,6,"1,087,461",T20600
3643,T20600,A064RC,14,Personal interest income,2005M08,Current Dollars,Level,6,"1,099,657",T20600
3644,T20600,A064RC,14,Personal interest income,2005M09,Current Dollars,Level,6,"1,116,190",T20600
3645,T20600,A064RC,14,Personal interest income,2005M10,Current Dollars,Level,6,"1,137,061",T20600
3646,T20600,A064RC,14,Personal interest income,2005M11,Current Dollars,Level,6,"1,148,694",T20600
3647,T20600,A064RC,14,Personal interest income,2005M12,Current Dollars,Level,6,"1,151,087",T20600
3648,T20600,A064RC,14,Personal interest income,2006M01,Current Dollars,Level,6,"1,144,243",T20600
3649,T20600,A064RC,14,Personal interest income,2006M02,Current Dollars,Level,6,"1,152,102",T20600
3650,T20600,A064RC,14,Personal interest income,2006M03,Current Dollars,Level,6,"1,174,666",T20600
3651,T20600,A064RC,14,Personal interest income,2006M04,Current Dollars,Level,6,"1,211,935",T20600
3652,T20600,A064RC,14,Personal interest income,2006M05,Current Dollars,Level,6,"1,235,851",T20600
3653,T20600,A064RC,14,Personal interest income,2006M06,Current Dollars,Level,6,"1,246,415",T20600
3654,T20600,A064RC,14,Personal interest income,2006M07,Current Dollars,Level,6,"1,243,626",T20600
3655,T20600,A064RC,14,Personal interest income,2006M08,Current Dollars,Level,6,"1,240,502",T20600
3656,T20600,A064RC,14,Personal interest income,2006M09,Current Dollars,Level,6,"1,237,042",T20600
3657,T20600,A064RC,14,Personal interest income,2006M10,Current Dollars,Level,6,"1,233,246",T20600
3658,T20600,A064RC,14,Personal interest income,2006M11,Current Dollars,Level,6,"1,232,104",T20600
3659,T20600,A064RC,14,Personal interest income,2006M12,Current Dollars,Level,6,"1,233,617",T20600
3660,T20600,A064RC,14,Personal interest income,2007M01,Current Dollars,Level,6,"1,237,784",T20600
3661,T20600,A064RC,14,Personal interest income,2007M02,Current Dollars,Level,6,"1,253,917",T20600
3662,T20600,A064RC,14,Personal interest income,2007M03,Current Dollars,Level,6,"1,282,017",T20600
3663,T20600,A064RC,14,Personal interest income,2007M04,Current Dollars,Level,6,"1,322,083",T20600
3664,T20600,A064RC,14,Personal interest income,2007M05,Current Dollars,Level,6,"1,346,208",T20600
3665,T20600,A064RC,14,Personal interest income,2007M06,Current Dollars,Level,6,"1,354,391",T20600
3666,T20600,A064RC,14,Personal interest income,2007M07,Current Dollars,Level,6,"1,346,634",T20600
3667,T20600,A064RC,14,Personal interest income,2007M08,Current Dollars,Level,6,"1,344,569",T20600
3668,T20600,A064RC,14,Personal interest income,2007M09,Current Dollars,Level,6,"1,348,197",T20600
3669,T20600,A064RC,14,Personal interest income,2007M10,Current Dollars,Level,6,"1,357,519",T20600
3670,T20600,A064RC,14,Personal interest income,2007M11,Current Dollars,Level,6,"1,358,505",T20600
3671,T20600,A064RC,14,Personal interest income,2007M12,Current Dollars,Level,6,"1,351,156",T20600
3672,T20600,A064RC,14,Personal interest income,2008M01,Current Dollars,Level,6,"1,335,472",T20600
3673,T20600,A064RC,14,Personal interest income,2008M02,Current Dollars,Level,6,"1,323,446",T20600
3674,T20600,A064RC,14,Personal interest income,2008M03,Current Dollars,Level,6,"1,315,078",T20600
3675,T20600,A064RC,14,Personal interest income,2008M04,Current Dollars,Level,6,"1,310,368",T20600
3676,T20600,A064RC,14,Personal interest income,2008M05,Current Dollars,Level,6,"1,316,300",T20600
3677,T20600,A064RC,14,Personal interest income,2008M06,Current Dollars,Level,6,"1,332,873",T20600
3678,T20600,A064RC,14,Personal interest income,2008M07,Current Dollars,Level,6,"1,360,087",T20600
3679,T20600,A064RC,14,Personal interest income,2008M08,Current Dollars,Level,6,"1,376,940",T20600
3680,T20600,A064RC,14,Personal interest income,2008M09,Current Dollars,Level,6,"1,383,432",T20600
3681,T20600,A064RC,14,Personal interest income,2008M10,Current Dollars,Level,6,"1,379,563",T20600
3682,T20600,A064RC,14,Personal interest income,2008M11,Current Dollars,Level,6,"1,367,972",T20600
3683,T20600,A064RC,14,Personal interest income,2008M12,Current Dollars,Level,6,"1,348,660",T20600
3684,T20600,A064RC,14,Personal interest income,2009M01,Current Dollars,Level,6,"1,321,626",T20600
3685,T20600,A064RC,14,Personal interest income,2009M02,Current Dollars,Level,6,"1,303,211",T20600
3686,T20600,A064RC,14,Personal interest income,2009M03,Current Dollars,Level,6,"1,293,414",T20600
3687,T20600,A064RC,14,Personal interest income,2009M04,Current Dollars,Level,6,"1,292,235",T20600
3688,T20600,A064RC,14,Personal interest income,2009M05,Current Dollars,Level,6,"1,286,562",T20600
3689,T20600,A064RC,14,Personal interest income,2009M06,Current Dollars,Level,6,"1,276,396",T20600
3690,T20600,A064RC,14,Personal interest income,2009M07,Current Dollars,Level,6,"1,261,736",T20600
3691,T20600,A064RC,14,Personal interest income,2009M08,Current Dollars,Level,6,"1,252,253",T20600
3692,T20600,A064RC,14,Personal interest income,2009M09,Current Dollars,Level,6,"1,247,946",T20600
3693,T20600,A064RC,14,Personal interest income,2009M10,Current Dollars,Level,6,"1,248,815",T20600
3694,T20600,A064RC,14,Personal interest income,2009M11,Current Dollars,Level,6,"1,247,064",T20600
3695,T20600,A064RC,14,Personal interest income,2009M12,Current Dollars,Level,6,"1,242,694",T20600
3696,T20600,A064RC,14,Personal interest income,2010M01,Current Dollars,Level,6,"1,235,705",T20600
3697,T20600,A064RC,14,Personal interest income,2010M02,Current Dollars,Level,6,"1,231,028",T20600
3698,T20600,A064RC,14,Personal interest income,2010M03,Current Dollars,Level,6,"1,228,665",T20600
3699,T20600,A064RC,14,Personal interest income,2010M04,Current Dollars,Level,6,"1,228,614",T20600
3700,T20600,A064RC,14,Personal interest income,2010M05,Current Dollars,Level,6,"1,223,520",T20600
3701,T20600,A064RC,14,Personal interest income,2010M06,Current Dollars,Level,6,"1,213,383",T20600
3702,T20600,A064RC,14,Personal interest income,2010M07,Current Dollars,Level,6,"1,198,203",T20600
3703,T20600,A064RC,14,Personal interest income,2010M08,Current Dollars,Level,6,"1,189,745",T20600
3704,T20600,A064RC,14,Personal interest income,2010M09,Current Dollars,Level,6,"1,188,010",T20600
3705,T20600,A064RC,14,Personal interest income,2010M10,Current Dollars,Level,6,"1,192,998",T20600
3706,T20600,A064RC,14,Personal interest income,2010M11,Current Dollars,Level,6,"1,198,441",T20600
3707,T20600,A064RC,14,Personal interest income,2010M12,Current Dollars,Level,6,"1,204,340",T20600
3708,T20600,A064RC,14,Personal interest income,2011M01,Current Dollars,Level,6,"1,210,694",T20600
3709,T20600,A064RC,14,Personal interest income,2011M02,Current Dollars,Level,6,"1,215,696",T20600
3710,T20600,A064RC,14,Personal interest income,2011M03,Current Dollars,Level,6,"1,219,346",T20600
3711,T20600,A064RC,14,Personal interest income,2011M04,Current Dollars,Level,6,"1,221,642",T20600
3712,T20600,A064RC,14,Personal interest income,2011M05,Current Dollars,Level,6,"1,218,720",T20600
3713,T20600,A064RC,14,Personal interest income,2011M06,Current Dollars,Level,6,"1,210,578",T20600
3714,T20600,A064RC,14,Personal interest income,2011M07,Current Dollars,Level,6,"1,197,217",T20600
3715,T20600,A064RC,14,Personal interest income,2011M08,Current Dollars,Level,6,"1,194,029",T20600
3716,T20600,A064RC,14,Personal interest income,2011M09,Current Dollars,Level,6,"1,201,014",T20600
3717,T20600,A064RC,14,Personal interest income,2011M10,Current Dollars,Level,6,"1,218,172",T20600
3718,T20600,A064RC,14,Personal interest income,2011M11,Current Dollars,Level,6,"1,234,795",T20600
3719,T20600,A064RC,14,Personal interest income,2011M12,Current Dollars,Level,6,"1,250,882",T20600
3720,T20600,A064RC,14,Personal interest income,2012M01,Current Dollars,Level,6,"1,266,433",T20600
3721,T20600,A064RC,14,Personal interest income,2012M02,Current Dollars,Level,6,"1,282,327",T20600
3722,T20600,A064RC,14,Personal interest income,2012M03,Current Dollars,Level,6,"1,298,561",T20600
3723,T20600,A064RC,14,Personal interest income,2012M04,Current Dollars,Level,6,"1,315,138",T20600
3724,T20600,A064RC,14,Personal interest income,2012M05,Current Dollars,Level,6,"1,311,288",T20600
